,Restaurant Name,Negative Sentiment,Positive Sentiment,Address
11229,Red Chillies - Uttara,18,2,"Dhaka, Bangladesh"
11230,Red Heart,1,19,"Dhaka, Bangladesh"
11231,Red Kitchen - Banani,8,12,"Dhaka, Bangladesh"
11232,Red Olive Restaurant,5,15,"Dhaka, Bangladesh"
11233,Red Onion,5,15,"Dhaka, Bangladesh"
11234,Red Oven Pizza,8,12,"Dhaka, Bangladesh"
11235,Red Oven- Baily Road,8,12,"Dhaka, Bangladesh"
11236,Red Rooster,14,6,"Dhaka, Bangladesh"
11237,Red Rose Fast Food,16,4,"Dhaka, Bangladesh"
11238,Red Rose Restaurant,20,0,"Dhaka, Bangladesh"
11239,Red Snapper,7,13,"Dhaka, Bangladesh"
11240,Red Spicy,3,17,"Dhaka, Bangladesh"
11241,Red Tomato,3,17,"Dhaka, Bangladesh"
11242,Red Window,1,19,"Dhaka, Bangladesh"
11243,Reddish,10,10,"Dhaka, Bangladesh"
11244,Redres - Banani,14,6,"Dhaka, Bangladesh"
11245,Redres - Uttara,9,11,"Dhaka, Bangladesh"
11246,Refreshing Juice Bar & Tasty Toast,6,14,"Dhaka, Bangladesh"
11247,Refreshment,19,1,"Dhaka, Bangladesh"
11248,Regal Cafe & Chinese - Uttara,13,7,"Dhaka, Bangladesh"
11249,Regal Catering Mirpur,1,19,"Dhaka, Bangladesh"
11250,Regal Chap Ghor,9,11,"Dhaka, Bangladesh"
11251,Regal Hotel & Restaurant,7,13,"Dhaka, Bangladesh"
11252,Regalo,19,1,"Dhaka, Bangladesh"
11253,Rehana's Kitchen,20,0,"Dhaka, Bangladesh"
11254,Rehena's Kitchen,19,1,"Dhaka, Bangladesh"
11255,Rehnuma's Kitchen,6,14,"Dhaka, Bangladesh"
11256,Rejwanah's Dream,4,16,"Dhaka, Bangladesh"
11257,Rekha's Kitchen-Uttara,18,2,"Dhaka, Bangladesh"
11258,Relax Cafe & Food - Mirpur,16,4,"Dhaka, Bangladesh"
11259,Relax Restaurant & Biryani House,19,1,"Dhaka, Bangladesh"
11260,Relax Sea Food & Chinese Restaurant,5,15,"Dhaka, Bangladesh"
11261,Relise Bakery,5,15,"Dhaka, Bangladesh"
11262,Renaissance Dhaka Gulshan Hotel,14,6,"Dhaka, Bangladesh"
11263,Rendezvous-Mirpur DOHS,14,6,"Dhaka, Bangladesh"
11264,Renesomee King Food,11,9,"Dhaka, Bangladesh"
11265,Renguni Hotel & Restaurant,18,2,"Dhaka, Bangladesh"
11266,Repeat,1,19,"Dhaka, Bangladesh"
11267,Reshma Homemade,12,8,"Dhaka, Bangladesh"
11268,Reshma's Kitchen,6,14,"Dhaka, Bangladesh"
11269,Reshur Roshuighor,19,1,"Dhaka, Bangladesh"
11270,Rest In Cheese,2,18,"Dhaka, Bangladesh"
11271,Rest Time Restaurant,18,2,"Dhaka, Bangladesh"
11272,Restaurant Aharika,15,5,"Dhaka, Bangladesh"
11273,Restaurant Faiqa's,14,6,"Dhaka, Bangladesh"
11274,Restaurant Of Mr & Mrs,9,11,"Dhaka, Bangladesh"
11275,Restaurant Of Tabu,13,7,"Dhaka, Bangladesh"
11276,Restro Mirpur,18,2,"Dhaka, Bangladesh"
11277,Rezaul Hotel,2,18,"Dhaka, Bangladesh"
11278,Rezaul's Kitchen - Hazaribagh,11,9,"Dhaka, Bangladesh"
11279,Rf Roshuighor,10,10,"Dhaka, Bangladesh"
11280,Rhamania Juice & Food Corner,8,12,"Dhaka, Bangladesh"
11281,Riad Hotel & Restaurant-Binodpur,10,10,"Dhaka, Bangladesh"
11282,Riad Hotel and Restaurant,19,1,"Dhaka, Bangladesh"
11283,Rice & Fries - Dhanmondi,16,4,"Dhaka, Bangladesh"
11284,Rice & Fries - Uttara,15,5,"Dhaka, Bangladesh"
11285,Rice & Noodle - Dhanmondi,8,12,"Dhaka, Bangladesh"
11286,Rice & Noodle-Uttara,20,0,"Dhaka, Bangladesh"
11287,Rice Bowl Factory,2,18,"Dhaka, Bangladesh"
11288,Rice Bowl T-20,8,12,"Dhaka, Bangladesh"
11289,Rice Box,16,4,"Dhaka, Bangladesh"
11290,Rice Kitchen,9,11,"Dhaka, Bangladesh"
11291,Rice Man,1,19,"Dhaka, Bangladesh"
11292,Rice Place,8,12,"Dhaka, Bangladesh"
11293,Rich Dine,6,14,"Dhaka, Bangladesh"
11294,Rich Table,18,2,"Dhaka, Bangladesh"
11295,Richkun Restaurant,13,7,"Dhaka, Bangladesh"
11296,Richmond Hotel & Restaurant,3,17,"Dhaka, Bangladesh"
11297,Ricky's Burgers,11,9,"Dhaka, Bangladesh"
11298,Ride To Cake Land,20,0,"Dhaka, Bangladesh"
11299,Rider's Inn,15,5,"Dhaka, Bangladesh"
11300,Riders Club Restaurant & Cafe,7,13,"Dhaka, Bangladesh"
11301,Ridoy Catering & Biryani House,5,15,"Dhaka, Bangladesh"
11302,Rifa's Homemade Food - Baridhara,7,13,"Dhaka, Bangladesh"
11303,Rifny Cafe,17,3,"Dhaka, Bangladesh"
11304,Rigs Cafe and Restaurant,6,14,"Dhaka, Bangladesh"
11305,Rijul Biryani House,19,1,"Dhaka, Bangladesh"
11306,Rima Kitchen,7,13,"Dhaka, Bangladesh"
11307,Rima Restaurant & Sweetmeat,19,1,"Dhaka, Bangladesh"
11308,Rima's Food Gallery,12,8,"Dhaka, Bangladesh"
11309,Rima's Kitchen,14,6,"Dhaka, Bangladesh"
11310,Rimaâ€™s Kitchen,16,4,"Dhaka, Bangladesh"
11311,Rimi's Home Kitchen,12,8,"Dhaka, Bangladesh"
11312,Rimi's Kitchen,13,7,"Dhaka, Bangladesh"
11313,Rimo's Kitchen,1,19,"Dhaka, Bangladesh"
11314,Rimon's Kitchen,13,7,"Dhaka, Bangladesh"
11315,Rimpe's Home Food,3,17,"Dhaka, Bangladesh"
11316,Rimsa's Pastry House,3,17,"Dhaka, Bangladesh"
11317,Rimu's Ranna Ghor,17,3,"Dhaka, Bangladesh"
11318,Rina's Cake and Bake,6,14,"Dhaka, Bangladesh"
11319,Rini's Kitchen,1,19,"Dhaka, Bangladesh"
11320,Rinki's Kitchen - Mirpur,13,7,"Dhaka, Bangladesh"
11321,Rinku Kitchen,6,14,"Dhaka, Bangladesh"
11322,Rinkus Cafe,17,3,"Dhaka, Bangladesh"
11323,Rio Cafe & Restaurent,10,10,"Dhaka, Bangladesh"
11324,Rio Coffee - Hall 24,19,1,"Dhaka, Bangladesh"
11325,Rion's Mamma's Food Express,7,13,"Dhaka, Bangladesh"
11326,Ripa's Food Bank,13,7,"Dhaka, Bangladesh"
11327,Risaz And Ridaz Foods,9,11,"Dhaka, Bangladesh"
11328,Risotto by Hotel Sarina,5,15,"Dhaka, Bangladesh"
11329,Rita's Home Kitchen,12,8,"Dhaka, Bangladesh"
11330,Rita's Kitchen,13,7,"Dhaka, Bangladesh"
11331,Ritu Food Cafe,1,19,"Dhaka, Bangladesh"
11332,Ritu's Kitchen,7,13,"Dhaka, Bangladesh"
11333,River Garden,19,1,"Dhaka, Bangladesh"
11334,River View Chinese & Fast Food - Barguna,6,14,"Dhaka, Bangladesh"
11335,River View Food Cart,5,15,"Dhaka, Bangladesh"
11336,River View Restaurant,17,3,"Dhaka, Bangladesh"
11337,Rivera Lounge & Cafe,12,8,"Dhaka, Bangladesh"
11338,Riverview Food Corner,7,13,"Dhaka, Bangladesh"
11339,Riverview Kitchen,5,15,"Dhaka, Bangladesh"
11340,Riya's Food,13,7,"Dhaka, Bangladesh"
11341,Riya's Kitchen,20,0,"Dhaka, Bangladesh"
11342,Rizik Fish BBQ Restaurant,10,10,"Dhaka, Bangladesh"
11343,Rizik Juice & Tea Bar,8,12,"Dhaka, Bangladesh"
11344,Rizik Kitchen,12,8,"Dhaka, Bangladesh"
11345,Rizik Mega Kitchen,20,0,"Dhaka, Bangladesh"
11346,Rizik Restaurant & Catering,1,19,"Dhaka, Bangladesh"
11347,Rizq Food- Frozen Food,2,18,"Dhaka, Bangladesh"
11348,Rizq Homemade Food (Bahaddarhat),15,5,"Dhaka, Bangladesh"
11349,Rizq Homemade Food (Nasirabad),14,6,"Dhaka, Bangladesh"
11350,Rizq Premium Kacchi,15,5,"Dhaka, Bangladesh"
11351,Ro Ro NR Cafe & Live Kitchen,18,2,"Dhaka, Bangladesh"
11352,Road Home Chinese and Restaurant,18,2,"Dhaka, Bangladesh"
11353,Road View Cafe Roasters,17,3,"Dhaka, Bangladesh"
11354,Roadside Juice Bar,13,7,"Dhaka, Bangladesh"
11355,Roadside Kitchen - Mirpur,19,1,"Dhaka, Bangladesh"
11356,Roadside Kitchen - Mirpur - Engaze AI - pandago,9,11,"Dhaka, Bangladesh"
11357,Roadside Kitchen - Mohammadpur,3,17,"Dhaka, Bangladesh"
11358,Roaster Cafe,8,12,"Al Madina Palace, Shop No: 3-4, 31/1, Baily Road, Dhaka, 1000 Dhaka"
11373,Robin Hotel & Restaurant,3,17,"Dhaka, Bangladesh"
11374,Robiul Hotel & Restaurant,10,10,"Dhaka, Bangladesh"
11375,Robiul Mamar Special Chotpoti & Fuchka,11,9,"Dhaka, Bangladesh"
11376,Rock & Roll,18,2,"Dhaka, Bangladesh"
11377,Rock Star,19,1,"Dhaka, Bangladesh"
11378,Rockerz Cafe & Restaurant,7,13,"Dhaka, Bangladesh"
11379,Rockie's Chicken,12,8,"Dhaka, Bangladesh"
11380,Rocking Chef,19,1,"Dhaka, Bangladesh"
11390,Rockx Cafe,9,11,"Dhaka, Bangladesh"
11391,Rodela Kitchen,6,14,"Dhaka, Bangladesh"
11392,Rodela's Kitchen,16,4,"Dhaka, Bangladesh"
11393,Rohan Hot Cake - 2,1,19,"Dhaka, Bangladesh"
11394,Rohanâ€™s Hot Cake,15,5,"Dhaka, Bangladesh"
11395,Rohima's Kitchen,12,8,"Dhaka, Bangladesh"
11396,Roja Kitchen - Goran,14,6,"Dhaka, Bangladesh"
11397,Rojaâ€™s Kitchen,16,4,"Dhaka, Bangladesh"
11398,Roje Kitchen,14,6,"Dhaka, Bangladesh"
11399,Rojonigondha Chotpoti & Fuchka,19,1,"Dhaka, Bangladesh"
11400,Rokeya's Kitchen,14,6,"Dhaka, Bangladesh"
11401,Rokhsana's Cooking World,6,14,"Dhaka, Bangladesh"
11402,Rokhsana's Home Made Food,7,13,"Dhaka, Bangladesh"
11403,Roki Fuchka & Chotpoti House,10,10,"Dhaka, Bangladesh"
11404,Roko's Kitchen,11,9,"Dhaka, Bangladesh"
11405,Rokomari Ahar,8,12,"Dhaka, Bangladesh"
11406,Rokomari Food Zone,7,13,"Dhaka, Bangladesh"
11407,Rokomari Foods,17,3,"Dhaka, Bangladesh"
11408,Rokomari Khabar,1,19,"Dhaka, Bangladesh"
11409,Rokomari Kitchen,11,9,"Dhaka, Bangladesh"
11410,Rokomari Kitchen - pandago,18,2,"Dhaka, Bangladesh"
11411,Rokomari Ranna Ghor,4,16,"Dhaka, Bangladesh"
11412,Rokomari Ranna House,16,4,"Dhaka, Bangladesh"
11413,Rokomari Rannaghor,18,2,"Dhaka, Bangladesh"
11414,Rokomari Shad,9,11,"Dhaka, Bangladesh"
11415,Roksana's Kitchen,16,4,"Dhaka, Bangladesh"
11416,Roksana's Menu,20,0,"Dhaka, Bangladesh"
11417,Roksanaâ€™s Kitchen,3,17,"Dhaka, Bangladesh"
11418,Rokshana's Kitchen,17,3,"Dhaka, Bangladesh"
11419,Rolex Biryani House,19,1,"Dhaka, Bangladesh"
11420,Roll It,15,5,"Dhaka, Bangladesh"
11421,Roll King - Kathal Bagan,6,14,"Dhaka, Bangladesh"
11422,Roll Space - Bashundhara Delivery,6,14,"Dhaka, Bangladesh"
11423,Roman Times Kitchen,3,17,"Dhaka, Bangladesh"
11424,Rome Express - Delivery,4,16,"Dhaka, Bangladesh"
11425,Romena's Kitchen,10,10,"Dhaka, Bangladesh"
11426,Rona's Cake Cafe,8,12,"Dhaka, Bangladesh"
11427,Rondhon Gatha,14,6,"Dhaka, Bangladesh"
11428,Rong Dhong Cafeteria,5,15,"Dhaka, Bangladesh"
11429,Rongdhanu Cafe & Party Center,17,3,"Dhaka, Bangladesh"
11430,Rongdhonu Cafe,3,17,"Dhaka, Bangladesh"
11431,Rongdhonu Food Castle,14,6,"Dhaka, Bangladesh"
11432,Rongdhonu Khabar Ghor,3,17,"Dhaka, Bangladesh"
11433,Rongdhonu Restaurant,14,6,"Dhaka, Bangladesh"
11434,Rongdhonu Restaurant - Narsingdi,19,1,"Dhaka, Bangladesh"
11435,Roni's Kitchen,15,5,"Dhaka, Bangladesh"
11436,Rony Fast Food,6,14,"Dhaka, Bangladesh"
11437,Rony Super Burger House,13,7,"Dhaka, Bangladesh"
11438,Roof 360 Restaurant & Party Center,19,1,"Dhaka, Bangladesh"
11439,Rooftop Soi3,10,10,"Dhaka, Bangladesh"
11440,Roosters Peri Peri - Bashundhara,9,11,"Dhaka, Bangladesh"
11441,Root Cloud Kitchen,18,2,"Dhaka, Bangladesh"
11442,Rose Bilasi Biryani House,6,14,"Dhaka, Bangladesh"
11443,Rose Cafe,9,11,"Dhaka, Bangladesh"
11444,Rose Fast Food And Bakery,16,4,"Dhaka, Bangladesh"
11445,Rose Flavour Restaurant,18,2,"Dhaka, Bangladesh"
11446,Rose Garden Restaurant,14,6,"Dhaka, Bangladesh"
11447,Rose Garden Restaurant & Biriyani House,17,3,"Dhaka, Bangladesh"
11448,Rose Garden Restaurant & Party Centre,11,9,"Dhaka, Bangladesh"
11449,Rose Pastry Studio,7,13,"Dhaka, Bangladesh"
11450,Rose Ruhan Khabar Hotel,1,19,"Dhaka, Bangladesh"
11451,Rose View Hotel,6,14,"Dhaka, Bangladesh"
11452,Rose View Restora,20,0,"Dhaka, Bangladesh"
11453,Rosemary Lounge,8,12,"Dhaka, Bangladesh"
11454,Rosh - Chawkbazar,16,4,"Dhaka, Bangladesh"
11455,Rosh Bilash(Bus Stand),17,3,"Dhaka, Bangladesh"
11456,Rosher Fota - Kallyanpur,14,6,"Dhaka, Bangladesh"
11457,Rosher Hari,10,10,"Dhaka, Bangladesh"
11458,Roshid Fuchka House,3,17,"Dhaka, Bangladesh"
11459,Roshmela,16,4,"Dhaka, Bangladesh"
11460,Roshmela Boro Mosjid,4,16,"Dhaka, Bangladesh"
11461,Roshmela Hotel & Fast Food,18,2,"Dhaka, Bangladesh"
11462,Roshmela Special Fast Food,4,16,"Dhaka, Bangladesh"
11463,Roshna Bilash,1,19,"Dhaka, Bangladesh"
11464,Roshnar Bhubon,9,11,"Dhaka, Bangladesh"
11465,Roshniâ€™s Roshui,6,14,"Dhaka, Bangladesh"
11466,Roshogolla Sweets,9,11,"Dhaka, Bangladesh"
11467,Roshoighor Restaurant and Biryani House- Wireless Moor,12,8,"Dhaka, Bangladesh"
11468,Roshoighor Restaurant and Biryani House-Foys Lake,7,13,"Dhaka, Bangladesh"
11469,Roshona Bilash,6,14,"Dhaka, Bangladesh"
11470,Roshona Bilash 2,8,12,"Dhaka, Bangladesh"
11471,Roshona Prince Restora & Chinese,12,8,"Dhaka, Bangladesh"
11472,Roshui,16,4,"Dhaka, Bangladesh"
11473,Roshui Ghor,12,8,"Dhaka, Bangladesh"
11474,Roshuighor,3,17,"Dhaka, Bangladesh"
11475,Rosna Bilash,17,3,"Dhaka, Bangladesh"
11476,Rosna Home Kitchen,18,2,"Dhaka, Bangladesh"
11477,Rosogolla,8,12,"Dhaka, Bangladesh"
11478,Rosona Bilash Restaurant,5,15,"Dhaka, Bangladesh"
11479,Rosona Bilash- 1,14,6,"Dhaka, Bangladesh"
11480,Rosonar Shad,7,13,"Dhaka, Bangladesh"
11481,Roster Coffee House,15,5,"Dhaka, Bangladesh"
11482,Rosui Ghor,5,15,"Dhaka, Bangladesh"
11483,Rosuighor,3,17,"Dhaka, Bangladesh"
11484,Rosuighor Restaurant and Party Center,11,9,"Dhaka, Bangladesh"
11485,Roton Hotel & Mistanno Vander,8,12,"Dhaka, Bangladesh"
11486,Rowdie's Kitchen,16,4,"Dhaka, Bangladesh"
11487,Rowshanara Kitchen,9,11,"Dhaka, Bangladesh"
11488,Rowshon Ali Shahi Chotpoti And Fuchka House,16,4,"Dhaka, Bangladesh"
11489,Rowshon's Kitchen,2,18,"Dhaka, Bangladesh"
11490,Royal Arabian,18,2,"Dhaka, Bangladesh"
11491,Royal Biriyani House,3,17,"Dhaka, Bangladesh"
11492,Royal Cafe,12,8,"Dhaka, Bangladesh"
11493,Royal Cake and Art,12,8,"Dhaka, Bangladesh"
11494,Royal Castle Restaurant,5,15,"Dhaka, Bangladesh"
11495,Royal Chilis,20,0,"Dhaka, Bangladesh"
11496,Royal Coffee House,9,11,"Dhaka, Bangladesh"
11497,Royal Cuisine,18,2,"Dhaka, Bangladesh"
11498,Royal Dine,17,3,"Dhaka, Bangladesh"
11499,Royal Dine Restaurant,7,13,"Dhaka, Bangladesh"
11500,Royal Dining Restaurant- Kalshi,6,14,"Dhaka, Bangladesh"
11501,Royal Food,15,5,"Dhaka, Bangladesh"
11502,Royal Fried Chicken and Catering Service,10,10,"Dhaka, Bangladesh"
11503,Royal Halim and Chotpoti,9,11,"Dhaka, Bangladesh"
11504,Royal Hotel & Restaurant,17,3,"Dhaka, Bangladesh"
11505,Royal Hotel and Restaurant,16,4,"Dhaka, Bangladesh"
11506,Royal Hut,6,14,"Dhaka, Bangladesh"
11507,Royal Inn Dhaka,9,11,"Dhaka, Bangladesh"
11508,Royal Kebab & Restaurant Kalurghat Delivery,14,6,"Dhaka, Bangladesh"
11509,Royal Kitchen,14,6,"Dhaka, Bangladesh"
11510,Royal Kitchen Cafe & BBQ,8,12,"Dhaka, Bangladesh"
11511,Royal Korean Cuisine,18,2,"Dhaka, Bangladesh"
11512,Royal Orchid Restaurant- Khilgaon,13,7,"Dhaka, Bangladesh"
11513,Royal Park Residence Hotel,11,9,"Dhaka, Bangladesh"
11514,Royal Pizza,17,3,"Dhaka, Bangladesh"
11515,Royal Queen Kitchen,1,19,"Dhaka, Bangladesh"
11516,Royal Restora,17,3,"Dhaka, Bangladesh"
11517,Royal Rooftop Restaurant & Cafe,6,14,"Dhaka, Bangladesh"
11518,Royal Spice Restaurant,9,11,"Dhaka, Bangladesh"
11519,Royal Thai - Delivery Banani (pandago),1,19,"Dhaka, Bangladesh"
11520,Royal kitchen & catering service,8,12,"Dhaka, Bangladesh"
11521,Rozi Hotel & Biryani House,2,18,"Dhaka, Bangladesh"
11522,Rozi's Kitchen,5,15,"Dhaka, Bangladesh"
11523,Rozy's Rokomari Ayozon,17,3,"Dhaka, Bangladesh"
11524,Rubaâ€™s Kitchen,1,19,"Dhaka, Bangladesh"
11525,Rubel Biryani House,2,18,"Dhaka, Bangladesh"
11526,Rubel Fuchka & Fast Food,18,2,"Dhaka, Bangladesh"
11527,Rubena's Cake and Delight,14,6,"Dhaka, Bangladesh"
11528,Rubi's Collection (Pandago),16,4,"Dhaka, Bangladesh"
11529,Rubi's Kitchen,14,6,"Dhaka, Bangladesh"
11530,Rubir Rannabanna,5,15,"Dhaka, Bangladesh"
11531,Ruby's Kitchen,6,14,"Dhaka, Bangladesh"
11532,Ruby's Rosui Ghor,20,0,"Dhaka, Bangladesh"
11533,Ruchi Bilash Hotel,12,8,"Dhaka, Bangladesh"
11534,Ruchi Bilash Restaurant and Chinese,14,6,"Dhaka, Bangladesh"
11535,Ruchi Fuchka & Chotpoti,7,13,"Dhaka, Bangladesh"
11536,Ruchi Ghor,9,11,"Dhaka, Bangladesh"
11537,Ruksan's Kitchen,8,12,"Dhaka, Bangladesh"
11538,Ruma Kitchen,16,4,"Dhaka, Bangladesh"
11539,Ruma's Kitchen,15,5,"Dhaka, Bangladesh"
11540,Rumana Roshni Kitchen,15,5,"Dhaka, Bangladesh"
11541,Rumana'r Rannabanna,2,18,"Dhaka, Bangladesh"
11542,Rumana's Kitchen,3,17,"Dhaka, Bangladesh"
11543,Rumana's Rannaghor,17,3,"Dhaka, Bangladesh"
11544,Rumanaâ€™s Kitchen,7,13,"Dhaka, Bangladesh"
11545,Rumar Khutinati Rannar Shad,7,13,"Dhaka, Bangladesh"
11546,Rumaâ€™s Kitchen,3,17,"Dhaka, Bangladesh"
11547,Rumin's Kitchen,16,4,"Dhaka, Bangladesh"
11548,Rumiâ€™s Tasty World - Dhanmondi (Pandago),1,19,"Dhaka, Bangladesh"
11549,Rumiâ€™s Tasty World - Jurain (Pandago),12,8,"Dhaka, Bangladesh"
11550,Rumman's Food,3,17,"Dhaka, Bangladesh"
11551,Runa Catering Service,6,14,"Dhaka, Bangladesh"
11552,Runa's Delight,2,18,"Dhaka, Bangladesh"
11553,Runa's Kitchen,13,7,"Dhaka, Bangladesh"
11554,Runa's Recipe,5,15,"Dhaka, Bangladesh"
11555,Runar Roshui Ghor,17,3,"Dhaka, Bangladesh"
11556,Runi's Kitchen,14,6,"Dhaka, Bangladesh"
11557,Rup Kotha Cafe,6,14,"Dhaka, Bangladesh"
11558,Rupa Halim,10,10,"Dhaka, Bangladesh"
11559,Rupa's Kitchen,5,15,"Dhaka, Bangladesh"
11560,Rupanthi Hotel,5,15,"Dhaka, Bangladesh"
11561,Rupar Rannaghor,7,13,"Dhaka, Bangladesh"
11562,Rupchanda Restaurant,8,12,"Dhaka, Bangladesh"
11563,Rupkatha Restaurant- Zero Point,1,19,"Dhaka, Bangladesh"
11564,Rupnagor Cafe & Restaurant,14,6,"Dhaka, Bangladesh"
11565,Ruposhi Bangla Cafe,9,11,"Dhaka, Bangladesh"
11566,Ruposhi Bangla Restora & Fast Food,5,15,"Dhaka, Bangladesh"
11567,Ruprima's Rannaghor,17,3,"Dhaka, Bangladesh"
11568,Rupsha Hotel Restaurant & Kebab Ghor,19,1,"Dhaka, Bangladesh"
11569,Rural Taste,5,15,"Dhaka, Bangladesh"
11570,Rusaifaâ€™s Hesel,18,2,"Dhaka, Bangladesh"
11571,Rusee Kitchen,11,9,"Dhaka, Bangladesh"
11572,Rustom Hotel - Dinajpur,15,5,"Dhaka, Bangladesh"
11573,Ruzba,12,8,"Dhaka, Bangladesh"
11574,Ryans (Taltola) - pandago,17,3,"Dhaka, Bangladesh"
11575,S Baker Food & Pastry - Kakrail,13,7,"Dhaka, Bangladesh"
11576,S Nahar Kitchen,4,16,"Dhaka, Bangladesh"
11577,S S Kitchen,7,13,"Dhaka, Bangladesh"
11578,S S Special Fast Food,12,8,"Dhaka, Bangladesh"
11579,S Square Food,20,0,"Dhaka, Bangladesh"
11580,S U Food Kitchen,6,14,"Dhaka, Bangladesh"
11581,S&R Kitchen,13,7,"Dhaka, Bangladesh"
11582,S&S Cuisineurs,20,0,"Dhaka, Bangladesh"
11583,S's Kitchen - Food for Life,4,16,"Dhaka, Bangladesh"
11584,S.A Kitchen,7,13,"Dhaka, Bangladesh"
11585,S.A Street Food,13,7,"Dhaka, Bangladesh"
11586,S.I.P.,11,9,"Dhaka, Bangladesh"
11587,S.K Food World,5,15,"Dhaka, Bangladesh"
11588,S.K Restaurant,11,9,"Dhaka, Bangladesh"
11589,SA Food,7,13,"Dhaka, Bangladesh"
11590,SAA Home Made Food,17,3,"Dhaka, Bangladesh"
11591,SF Kitchen,4,16,"Dhaka, Bangladesh"
11592,SFC,20,0,"Dhaka, Bangladesh"
11593,SFC Cafe & Restaurant,5,15,"Dhaka, Bangladesh"
11594,SFC Fast Food & Coffee - Bridge More,13,7,"Dhaka, Bangladesh"
11595,SFC Fried Chicken,13,7,"Dhaka, Bangladesh"
11596,SHABINA CATERING HOTEL,4,16,"Dhaka, Bangladesh"
11597,SHAH CUISINE,19,1,"Dhaka, Bangladesh"
11598,SI Cooking House,16,4,"Dhaka, Bangladesh"
11599,SK Cake Shop BD,20,0,"Dhaka, Bangladesh"
11600,SKS Kitchen - Mirpur,3,17,"Dhaka, Bangladesh"
11601,SM Cooking,11,9,"Dhaka, Bangladesh"
11602,SN'S Dine- Mirpur,2,18,"Dhaka, Bangladesh"
11603,SNACC,12,8,"Dhaka, Bangladesh"
11604,SNACKS TOWN,19,1,"Shahid Abdul Aziz road, 2nd gali, ma villa, 1229 Dhaka"
11610,SNS Food,7,13,"Dhaka, Bangladesh"
11611,SOD - Merul Badda,4,16,"Dhaka, Bangladesh"
11612,SP Cooking,10,10,"Dhaka, Bangladesh"
11613,SP Fast Food,15,5,"Dhaka, Bangladesh"
11614,SP Kitchen,2,18,"Dhaka, Bangladesh"
11615,SR Kitchen,19,1,"Dhaka, Bangladesh"
11616,SR. Yummy Burger Shop,5,15,"Dhaka, Bangladesh"
11617,SS Foods,6,14,"Dhaka, Bangladesh"
11618,SS Home Kitchen,9,11,"Dhaka, Bangladesh"
11619,SS Kebab Factory,16,4,"Dhaka, Bangladesh"
11620,SSS Shawarma House,14,6,"Dhaka, Bangladesh"
11621,ST Frozen Gallery,5,15,"Dhaka, Bangladesh"
11622,STREET DUDES,2,18,"Dhaka, Bangladesh"
11623,SUB LOVE,2,18,"Dhaka, Bangladesh"
11624,SUB n SHAKE,19,1,"Dhaka, Bangladesh"
11625,Saad Biryani Ghor & Restora,9,11,"Dhaka, Bangladesh"
11626,Saad Fuchka Bilash,11,9,"Dhaka, Bangladesh"
11627,Saba's Kitchen,19,1,"Dhaka, Bangladesh"
11628,Sabalia Food Place,13,7,"Dhaka, Bangladesh"
11629,Sabbir Hotel & Restaurant,8,12,"Dhaka, Bangladesh"
11630,Sabbir Mom's Kitchen,14,6,"Dhaka, Bangladesh"
11631,Sabereng,7,13,"Dhaka, Bangladesh"
11632,Sabia's Kitchen,12,8,"Dhaka, Bangladesh"
11633,Sabiha's Kitchen,20,0,"Dhaka, Bangladesh"
11634,Sabihaâ€™s Kitchen,18,2,"Dhaka, Bangladesh"
11635,Sabina's Food Gallery,7,13,"Dhaka, Bangladesh"
11636,Sabina's Home Kitchen,8,12,"Dhaka, Bangladesh"
11637,Sabina's Kitchen,14,6,"Dhaka, Bangladesh"
11638,Sabnaj Kitchen,6,14,"Dhaka, Bangladesh"
11639,Sabrina's Roshui Ghor,9,11,"Dhaka, Bangladesh"
11640,Sabroso Live,18,2,"Dhaka, Bangladesh"
11641,Sabu's Kitchen,1,19,"Dhaka, Bangladesh"
11642,Sabuj Bangla Kitchen,20,0,"Dhaka, Bangladesh"
11643,Sabuj Hotel,11,9,"Dhaka, Bangladesh"
11644,Sabuj Hotel & Restaurant,5,15,"Dhaka, Bangladesh"
11645,Sadar Thana Canteen,7,13,"Dhaka, Bangladesh"
11646,Sadeeq Agro â€“ Shahi Bakery,1,19,"Dhaka, Bangladesh"
11647,Sadeeq Agro â€“ Shahi Khana,18,2,"Plot - 218/B, Bir Uttam Mir Shawkat Sarak, Hatirjeel - Gulshan Tejgaon Link Road, Gulshan, Dhaka - 1208, 1208 Dhaka"
11665,Sadeeq Agro â€“ Shahi Mithai,14,6,"Dhaka, Bangladesh"
11666,Sadek Golla,17,3,"Dhaka, Bangladesh"
11667,Sadi BD Sweets,5,15,"Dhaka, Bangladesh"
11668,Sadia Chotpoti & Fuchka,5,15,"Dhaka, Bangladesh"
11669,Sadia Fast Food & Mini Chinese,1,19,"Dhaka, Bangladesh"
11670,Sadia Jhal Bitan,1,19,"Dhaka, Bangladesh"
11671,Sadia Kitchen,3,17,"Dhaka, Bangladesh"
11672,Sadia's Cake Corner,8,12,"Dhaka, Bangladesh"
11673,Sadia's Creation,6,14,"Dhaka, Bangladesh"
11674,Sadia's Home Kitchen,20,0,"Dhaka, Bangladesh"
11675,Sadia's Kitchen,13,7,"Dhaka, Bangladesh"
11676,Sadia's Kitchen - Agrabad,7,13,"Dhaka, Bangladesh"
11677,Sadia's Kitchen - New Market,11,9,"Dhaka, Bangladesh"
