name,main_cuisine,tags
Charleys,Fast Food,charley food tast good provid sauc manu dhaka fast food platform deliveri
Charleys,Fast Food,charley food good dhaka fast food platform deliveri
Charleys,Fast Food,charley tasti good food dhaka fast food platform deliveri
Charleys,Fast Food,charley great food usual dhaka fast food platform deliveri
Charleys,Fast Food,charley given spring roll order sadden dhaka fast food platform deliveri
Charleys,Fast Food,charley sent like piec fri sausag accord menu dhaka fast food platform deliveri
Charleys,Fast Food,charley quantiti food less special rice enough dhaka fast food platform deliveri
Charleys,Fast Food,charley food horribl veget smell bad total wast money dhaka fast food platform deliveri
Charleys,Fast Food,charley worst qualiti food ever dhaka fast food platform deliveri
Charleys,Fast Food,charley meal good beef chilli beef quit hard dhaka fast food platform deliveri
Charleys,Fast Food,charley great food dhaka fast food platform deliveri
Charleys,Fast Food,charley beef fri rice beef insid dhaka fast food platform deliveri
Charleys,Fast Food,charley food fine mess order dhaka fast food platform deliveri
Charleys,Fast Food,charley beef tast bad like beef chicken fri crispi dhaka fast food platform deliveri
Charleys,Fast Food,charley give chicken order beef dhaka fast food platform deliveri
Charleys,Fast Food,charley realli sad meal realli bad better tri better dhaka fast food platform deliveri
Charleys,Fast Food,charley beef beef fri rice real food complet differ food pictur dhaka fast food platform deliveri
Charleys,Fast Food,charley liter best dhaka fast food platform deliveri
Charleys,Fast Food,charley good dhaka fast food platform deliveri
Charleys,Fast Food,charley excel food thank dhaka fast food platform deliveri
Charleys,Fast Food,charley one best dhaka fast food platform deliveri
Charleys,Fast Food,charley wow expect much yummi food price food realli tasti star dhaka fast food platform deliveri
Charleys,Fast Food,charley order beef chili quantiti low frustrat dhaka fast food platform deliveri
Charleys,Fast Food,charley cold tasteless dhaka fast food platform deliveri
Charleys,Fast Food,charley bad smell old oil meat fulli boil chicken also dhaka fast food platform deliveri
Charleys,Fast Food,charley philli chees steak fri tast good dri store bought french fri dhaka fast food platform deliveri
Charleys,Fast Food,charley day ago food get order heat sell dhaka fast food platform deliveri
Charleys,Fast Food,charley deliveri late took hr food cold dhaka fast food platform deliveri
Charleys,Fast Food,charley chicken amount less dhaka fast food platform deliveri
Charleys,Fast Food,charley order set menu rice bowl portion test mark compar price dhaka fast food platform deliveri
Charleys,Fast Food,charley cold food sad experi rite becom pro dhaka fast food platform deliveri
Charleys,Fast Food,charley beef cook dhaka fast food platform deliveri
Charleys,Fast Food,charley food good dhaka fast food platform deliveri
Charleys,Fast Food,charley roll stale food cold tast good deliv late take hour dhaka fast food platform deliveri
Charleys,Fast Food,charley gave meat box chunk potato name potato box meatbox also add spring roll size babi finger total wast money dhaka fast food platform deliveri
Charleys,Fast Food,charley delici dhaka fast food platform deliveri
Charleys,Fast Food,charley previou order good use provid good meal box give cheap box day day qualiti downgrad order worst beef fish tast bad dhaka fast food platform deliveri
Charleys,Fast Food,charley good dhaka fast food platform deliveri
Charleys,Fast Food,charley good pictur food food deliv total differ bad experi dhaka fast food platform deliveri
Charleys,Fast Food,charley meal test good chicken light rice also saltin notic portion size good dhaka fast food platform deliveri
Charleys,Fast Food,charley great highli recommend think best corpor order dhaka fast food platform deliveri
Charleys,Fast Food,charley fantast dhaka fast food platform deliveri
Charleys,Fast Food,charley chicken fri inch bone joke dhaka fast food platform deliveri
Charleys,Fast Food,charley portion chicken curri poor come cost price dhaka fast food platform deliveri
Charleys,Fast Food,charley gave meal box want nice box like shown pictur dhaka fast food platform deliveri
Charleys,Fast Food,charley corndog soooo bad chees melt could call hotdog stick dhaka fast food platform deliveri
Charleys,Fast Food,charley total mash deliveri boy mashup food good make angri dhaka fast food platform deliveri
Charleys,Fast Food,charley highli overpr extrem small portion order philli steak bread stale hard rock meat bland undercook peopl bloodi thiev ever order dhaka fast food platform deliveri
Charleys,Fast Food,charley realli good recommend dhaka fast food platform deliveri
Charleys,Fast Food,charley overal good chicken chilli sweet dhaka fast food platform deliveri
Charleys,Fast Food,charley worst dhaka fast food platform deliveri
Charleys,Fast Food,charley dhaka fast food platform deliveri
Charleys,Fast Food,charley know restaur food order last time pathet felt like order street vendor aw distast dhaka fast food platform deliveri
Charleys,Fast Food,charley great dhaka fast food platform deliveri
Charleys,Fast Food,charley fri fri bad oil smell disgust wastag dhaka fast food platform deliveri
Charleys,Fast Food,charley good accord price dhaka fast food platform deliveri
Charleys,Fast Food,charley chicken good dhaka fast food platform deliveri
Charleys,Fast Food,charley box food damag low qualiti packag fall bag packag must improv deliveri servic dhaka fast food platform deliveri
Charleys,Fast Food,charley food bad sausag chicken tast sooo bad veget sour fri rice ok good never order food qualiti bad dhaka fast food platform deliveri
Charleys,Fast Food,charley meatbox bad dhaka fast food platform deliveri
Charleys,Fast Food,charley tase poor besid special sauc menu dhaka fast food platform deliveri
Charleys,Fast Food,charley amount chicken veget low worthi money dhaka fast food platform deliveri
Charleys,Fast Food,charley great food dhaka fast food platform deliveri
Charleys,Fast Food,charley satisfi dhaka fast food platform deliveri
Charleys,Fast Food,charley dissapoont time around order corn disg realli good today poor qualiti sever degrad tast qualiti dhaka fast food platform deliveri
Charleys,Fast Food,charley good like corn dog dhaka fast food platform deliveri
Charleys,Fast Food,charley quantiti less tast good dhaka fast food platform deliveri
Charleys,Fast Food,charley good quantiti meal box low dhaka fast food platform deliveri
Charleys,Fast Food,charley tast consit dhaka fast food platform deliveri
Charleys,Fast Food,charley test good quantiti less dhaka fast food platform deliveri
Charleys,Fast Food,charley rice overcook spring roll rotten disappoint dhaka fast food platform deliveri
Charleys,Fast Food,charley good valu money dhaka fast food platform deliveri
Charleys,Fast Food,charley beef order beef fri rice dhaka fast food platform deliveri
Charleys,Fast Food,charley good pleas lower price bit order lunch everyday guy dhaka fast food platform deliveri
Charleys,Fast Food,charley rice dri dhaka fast food platform deliveri
Charleys,Fast Food,charley packag good amount food tast also good updat review qualiti better dhaka fast food platform deliveri
Charleys,Fast Food,charley thin strip beef spread beef rice set chicken gingeri veget good portion veget small amount rice much dhaka fast food platform deliveri
Charleys,Fast Food,charley deliveri boy spill sauc packet food dhaka fast food platform deliveri
Charleys,Fast Food,charley good dhaka fast food platform deliveri
Charleys,Fast Food,charley improv portion size meat dhaka fast food platform deliveri
Charleys,Fast Food,charley order beef rice box good eat less portion much tast wise improv bit dri meal overal good experi dhaka fast food platform deliveri
Charleys,Fast Food,charley aw dhaka fast food platform deliveri
Tasteya,Fast Food,tasteya less quantiti dhaka fast food platform deliveri
Canteen - Picnic,Fast Food,canteen picnic dhaka fast food platform deliveri
Chaap Wala,Kebab,chaap wala dhaka kebab platform deliveri
Relax Cafe & Food - Mirpur,Fast Food,relax cafe food mirpur dhaka fast food platform deliveri
Food Bunker,Bangladeshi,food bunker dhaka bangladeshi platform deliveri
Big Boss Burger,Fast Food,big boss burger dhaka fast food platform deliveri
Foodani Fastfood & Restaurant,Beverage,foodani fastfood restaur dhaka beverag platform deliveri
The Kebab Express,Bangladeshi,kebab express dhaka bangladeshi dine
Jessy's Cooking,Bangladeshi,jessi cook dhaka bangladeshi platform deliveri
Fries & Co.,Fast Food,fri co dhaka fast food platform deliveri
Manobsheba,Asian,manobsheba dhaka asian vendor deliveri
Shopnil Restora - Panthapath,Bangladeshi,shopnil restora panthapath good oili chap paratha normal higher price rumali ruti alright dhaka bangladeshi platform deliveri
Shopnil Restora - Panthapath,Bangladeshi,shopnil restora panthapath rotten chicken soup dhaka bangladeshi platform deliveri
Shopnil Restora - Panthapath,Bangladeshi,shopnil restora panthapath grill enough spice flavour enough salad piec chicken small taka price restaur small size nun taka dhaka bangladeshi platform deliveri
Shopnil Restora - Panthapath,Bangladeshi,shopnil restora panthapath paratha good dhaka bangladeshi platform deliveri
Shopnil Restora - Panthapath,Bangladeshi,shopnil restora panthapath dhaka bangladeshi platform deliveri
Shopnil Restora - Panthapath,Bangladeshi,shopnil restora panthapath veget like green chili loti fresh dhaka bangladeshi platform deliveri
Shopnil Restora - Panthapath,Bangladeshi,shopnil restora panthapath dhaka bangladeshi platform deliveri
Shopnil Restora - Panthapath,Bangladeshi,shopnil restora panthapath bad dhaka bangladeshi platform deliveri
Shopnil Restora - Panthapath,Bangladeshi,shopnil restora panthapath deliv wrong food dhaka bangladeshi platform deliveri
Shopnil Restora - Panthapath,Bangladeshi,shopnil restora panthapath bro gave wrong order twice dhaka bangladeshi platform deliveri
Shopnil Restora - Panthapath,Bangladeshi,shopnil restora panthapath smell dhaka bangladeshi platform deliveri
Shopnil Restora - Panthapath,Bangladeshi,shopnil restora panthapath order beef send chicken dhaka bangladeshi platform deliveri
Shopnil Restora - Panthapath,Bangladeshi,shopnil restora panthapath good food dhaka bangladeshi platform deliveri
Shopnil Restora - Panthapath,Bangladeshi,shopnil restora panthapath order chicken chaap got old gravi tini chicken piec everi food item tast terribl also price insan high absolut disgust experi dhaka bangladeshi platform deliveri
Shopnil Restora - Panthapath,Bangladeshi,shopnil restora panthapath small portion dhaka bangladeshi platform deliveri
Shopnil Restora - Panthapath,Bangladeshi,shopnil restora panthapath best one dhaka bangladeshi platform deliveri
Shopnil Restora - Panthapath,Bangladeshi,shopnil restora panthapath tini piec grill bad tast dhaka bangladeshi platform deliveri
Shopnil Restora - Panthapath,Bangladeshi,shopnil restora panthapath okay dhaka bangladeshi platform deliveri
Shopnil Restora - Panthapath,Bangladeshi,shopnil restora panthapath wors servic ever order two chicken jhalfri bit deliv one dhaka bangladeshi platform deliveri
Shopnil Restora - Panthapath,Bangladeshi,shopnil restora panthapath tandoori chicken tast bad dhaka bangladeshi platform deliveri
Shopnil Restora - Panthapath,Bangladeshi,shopnil restora panthapath deliveri man late advert dhaka bangladeshi platform deliveri
Shopnil Restora - Panthapath,Bangladeshi,shopnil restora panthapath deliveri man late advert dhaka bangladeshi platform deliveri
Shopnil Restora - Panthapath,Bangladeshi,shopnil restora panthapath good dhaka bangladeshi platform deliveri
Khabar Ghor Restora,Bangladeshi,khabar ghor restora worst chicken curri gravi dhaka bangladeshi platform deliveri
Khabar Ghor Restora,Bangladeshi,khabar ghor restora item qualiti quantiti reflect price discount howev anyon search cheap option mayb okay check item collect dhaka bangladeshi platform deliveri
Khabar Ghor Restora,Bangladeshi,khabar ghor restora good dhaka bangladeshi platform deliveri
Khabar Ghor Restora,Bangladeshi,khabar ghor restora best combo dhaka bangladeshi platform deliveri
Khabar Ghor Restora,Bangladeshi,khabar ghor restora dhaka bangladeshi platform deliveri
Khabar Ghor Restora,Bangladeshi,khabar ghor restora packag could better dhaka bangladeshi platform deliveri
Khabar Ghor Restora,Bangladeshi,khabar ghor restora qualiti good quantiti rice bharta seem low singl person dhaka bangladeshi platform deliveri
Khabar Ghor Restora,Bangladeshi,khabar ghor restora quantiti poor much oil price right dhaka bangladeshi platform deliveri
Khabar Ghor Restora,Bangladeshi,khabar ghor restora well food dhaka bangladeshi platform deliveri
Khabar Ghor Restora,Bangladeshi,khabar ghor restora good food dhaka bangladeshi platform deliveri
Khabar Ghor Restora,Bangladeshi,khabar ghor restora order list rice quantiti minimum dhaka bangladeshi platform deliveri
Khabar Ghor Restora,Bangladeshi,khabar ghor restora dhaka bangladeshi platform deliveri
Khabar Ghor Restora,Bangladeshi,khabar ghor restora order send one dhaka bangladeshi platform deliveri
Khabar Ghor Restora,Bangladeshi,khabar ghor restora paratha small size dhaka bangladeshi platform deliveri
Khabar Ghor Restora,Bangladeshi,khabar ghor restora small amount food way worth price dhaka bangladeshi platform deliveri
Khabar Ghor Restora,Bangladeshi,khabar ghor restora wrong item deliv dhaka bangladeshi platform deliveri
Khabar Ghor Restora,Bangladeshi,khabar ghor restora unsur hygien qualiti dhaka bangladeshi platform deliveri
Khabar Ghor Restora,Bangladeshi,khabar ghor restora found stone breakfast food care chew dhaka bangladeshi platform deliveri
NOSH,Fast Food,nosh fabul dhaka fast food platform deliveri
NOSH,Fast Food,nosh good dhaka fast food platform deliveri
NOSH,Fast Food,nosh realli yummi dhaka fast food platform deliveri
NOSH,Fast Food,nosh good dhaka fast food platform deliveri
Arju Biryani and Restaurant,Bangladeshi,arju biryani restaur order bulk time terribl poor amount full bone piec meat per meal unaccept dhaka bangladeshi platform deliveri
Arju Biryani and Restaurant,Bangladeshi,arju biryani restaur less amount meat dhaka bangladeshi platform deliveri
Arju Biryani and Restaurant,Bangladeshi,arju biryani restaur amount food less one free anoth cheat peopl name work dhaka bangladeshi platform deliveri
Arju Biryani and Restaurant,Bangladeshi,arju biryani restaur cheat meat pice serv restaur dhaka bangladeshi platform deliveri
Arju Biryani and Restaurant,Bangladeshi,arju biryani restaur terribl food wast money dhaka bangladeshi platform deliveri
Arju Biryani and Restaurant,Bangladeshi,arju biryani restaur littl meat dhaka bangladeshi platform deliveri
Arju Biryani and Restaurant,Bangladeshi,arju biryani restaur buy get dhaka bangladeshi platform deliveri
Arju Biryani and Restaurant,Bangladeshi,arju biryani restaur teheri meat bit hard tast good dhaka bangladeshi platform deliveri
Arju Biryani and Restaurant,Bangladeshi,arju biryani restaur order teheri given kacchi without meat dhaka bangladeshi platform deliveri
Arju Biryani and Restaurant,Bangladeshi,arju biryani restaur today item good dhaka bangladeshi platform deliveri
Arju Biryani and Restaurant,Bangladeshi,arju biryani restaur dhaka bangladeshi platform deliveri
Arju Biryani and Restaurant,Bangladeshi,arju biryani restaur quantiti low avoid dhaka bangladeshi platform deliveri
Arju Biryani and Restaurant,Bangladeshi,arju biryani restaur test good quantiti minimum dhaka bangladeshi platform deliveri
Arju Biryani and Restaurant,Bangladeshi,arju biryani restaur dhaka bangladeshi platform deliveri
Arju Biryani and Restaurant,Bangladeshi,arju biryani restaur bad dhaka bangladeshi platform deliveri
Arju Biryani and Restaurant,Bangladeshi,arju biryani restaur khichuri good dhaka bangladeshi platform deliveri
Arju Biryani and Restaurant,Bangladeshi,arju biryani restaur dhaka bangladeshi platform deliveri
Arju Biryani and Restaurant,Bangladeshi,arju biryani restaur chicken portion improv dhaka bangladeshi platform deliveri
Arju Biryani and Restaurant,Bangladeshi,arju biryani restaur khicuri quantiti normal littl piec meat dhaka bangladeshi platform deliveri
Arju Biryani and Restaurant,Bangladeshi,arju biryani restaur dhaka bangladeshi platform deliveri
Arju Biryani and Restaurant,Bangladeshi,arju biryani restaur food qualiti averag like clear hunger somehow dhaka bangladeshi platform deliveri
Arju Biryani and Restaurant,Bangladeshi,arju biryani restaur one piec beef tehari worst tehari ever dhaka bangladeshi platform deliveri
Arju Biryani and Restaurant,Bangladeshi,arju biryani restaur dhaka bangladeshi platform deliveri
Arju Biryani and Restaurant,Bangladeshi,arju biryani restaur dhaka bangladeshi platform deliveri
Arju Biryani and Restaurant,Bangladeshi,arju biryani restaur late food good dhaka bangladeshi platform deliveri
Arju Biryani and Restaurant,Bangladeshi,arju biryani restaur chicken except pinch size pc recommend dhaka bangladeshi platform deliveri
Arju Biryani and Restaurant,Bangladeshi,arju biryani restaur tast good chicken chicken khichuri dhaka bangladeshi platform deliveri
Arju Biryani and Restaurant,Bangladeshi,arju biryani restaur dhaka bangladeshi platform deliveri
Arju Biryani and Restaurant,Bangladeshi,arju biryani restaur dhaka bangladeshi platform deliveri
Arju Biryani and Restaurant,Bangladeshi,arju biryani restaur nice dhaka bangladeshi platform deliveri
Arju Biryani and Restaurant,Bangladeshi,arju biryani restaur food delici poor quantiti dhaka bangladeshi platform deliveri
Arju Biryani and Restaurant,Bangladeshi,arju biryani restaur beef kacchi good decent proport rice beef dhaka bangladeshi platform deliveri
Arju Biryani and Restaurant,Bangladeshi,arju biryani restaur dhaka bangladeshi platform deliveri
Arju Biryani and Restaurant,Bangladeshi,arju biryani restaur food awesom opinion famili member love dhaka bangladeshi platform deliveri
Arju Biryani and Restaurant,Bangladeshi,arju biryani restaur dhaka bangladeshi platform deliveri
Arju Biryani and Restaurant,Bangladeshi,arju biryani restaur dhaka bangladeshi platform deliveri
Arju Biryani and Restaurant,Bangladeshi,arju biryani restaur dhaka bangladeshi platform deliveri
Arju Biryani and Restaurant,Bangladeshi,arju biryani restaur dhaka bangladeshi platform deliveri
Arju Biryani and Restaurant,Bangladeshi,arju biryani restaur good also portion food low dhaka bangladeshi platform deliveri
Arju Biryani and Restaurant,Bangladeshi,arju biryani restaur bad qualiti dhaka bangladeshi platform deliveri
Arju Biryani and Restaurant,Bangladeshi,arju biryani restaur nice dhaka bangladeshi platform deliveri
Arju Biryani and Restaurant,Bangladeshi,arju biryani restaur food qualiti best quantiti good dhaka bangladeshi platform deliveri
Arju Biryani and Restaurant,Bangladeshi,arju biryani restaur quantiti poor accord price good tast dhaka bangladeshi platform deliveri
Arju Biryani and Restaurant,Bangladeshi,arju biryani restaur better avarag dhaka bangladeshi platform deliveri
Arju Biryani and Restaurant,Bangladeshi,arju biryani restaur low quantiti dhaka bangladeshi platform deliveri
Arju Biryani and Restaurant,Bangladeshi,arju biryani restaur dhaka bangladeshi platform deliveri
Arju Biryani and Restaurant,Bangladeshi,arju biryani restaur dhaka bangladeshi platform deliveri
Arju Biryani and Restaurant,Bangladeshi,arju biryani restaur buy get buy get dhaka bangladeshi platform deliveri
Xinxian Restaurant Dhanmondi,Chinese,xinxian restaur dhanmondi paid taka thick thai soup soup thick littl chicken shrimp mushroom could made soup home taka dhaka chines platform deliveri
Xinxian Restaurant Dhanmondi,Chinese,xinxian restaur dhanmondi vaget item chicken item restuar order dhaka chines platform deliveri
Xinxian Restaurant Dhanmondi,Chinese,xinxian restaur dhanmondi maintain food qualiti satisfi dhaka chines platform deliveri
Xinxian Restaurant Dhanmondi,Chinese,xinxian restaur dhanmondi food proper posit associ attic dhaka chines platform deliveri
Xinxian Restaurant Dhanmondi,Chinese,xinxian restaur dhanmondi found tast reput deliveri delay averag qualiti dhaka chines platform deliveri
Xinxian Restaurant Dhanmondi,Chinese,xinxian restaur dhanmondi fri rice much two peopl dish portion small poor valu consid price dhaka chines platform deliveri
Xinxian Restaurant Dhanmondi,Chinese,xinxian restaur dhanmondi fri rice cashew nut salad beef sizzl bake shrimp pineappl quit good special pineappl dish delici gave star food szechuan chicken cold dhaka chines platform deliveri
Xinxian Restaurant Dhanmondi,Chinese,xinxian restaur dhanmondi late deliveri dhaka chines platform deliveri
Xinxian Restaurant Dhanmondi,Chinese,xinxian restaur dhanmondi dhaka chines platform deliveri
Xinxian Restaurant Dhanmondi,Chinese,xinxian restaur dhanmondi hot sour soup basic sweet tast like tomato sauc dhaka chines platform deliveri
Xinxian Restaurant Dhanmondi,Chinese,xinxian restaur dhanmondi soup good bare mushroom quantiti chicken low dhaka chines platform deliveri
Xinxian Restaurant Dhanmondi,Chinese,xinxian restaur dhanmondi pretti good dhaka chines platform deliveri
Xinxian Restaurant Dhanmondi,Chinese,xinxian restaur dhanmondi lemon chicken sour tast rest food averag today dhaka chines platform deliveri
Xinxian Restaurant Dhanmondi,Chinese,xinxian restaur dhanmondi disgust food dhaka chines platform deliveri
Xinxian Restaurant Dhanmondi,Chinese,xinxian restaur dhanmondi today order corn soup chicken wing food worst chicken wing rotten bad smell throw packet dustbin total disappoint dhaka chines platform deliveri
Xinxian Restaurant Dhanmondi,Chinese,xinxian restaur dhanmondi food good dhaka chines platform deliveri
Xinxian Restaurant Dhanmondi,Chinese,xinxian restaur dhanmondi love dhaka chines platform deliveri
Xinxian Restaurant Dhanmondi,Chinese,xinxian restaur dhanmondi nice dhaka chines platform deliveri
Xinxian Restaurant Dhanmondi,Chinese,xinxian restaur dhanmondi rubbish dhaka chines platform deliveri
Xinxian Restaurant Dhanmondi,Chinese,xinxian restaur dhanmondi absolut rubbish dhaka chines platform deliveri
Xinxian Restaurant Dhanmondi,Chinese,xinxian restaur dhanmondi think ever tast wors chowmein life xinjiang use good happen dhaka chines platform deliveri
Xinxian Restaurant Dhanmondi,Chinese,xinxian restaur dhanmondi order thick thai soup wonton soup thick wateri almost chicken prawn wonton fill insid unaccept restaur price increas dhaka chines platform deliveri
Xinxian Restaurant Dhanmondi,Chinese,xinxian restaur dhanmondi amaz food qualiti quantiti satisfi dhaka chines platform deliveri
Xinxian Restaurant Dhanmondi,Chinese,xinxian restaur dhanmondi worst cook sorri say food tast like non experi chef dhaka chines platform deliveri
Xinxian Restaurant Dhanmondi,Chinese,xinxian restaur dhanmondi excel dhaka chines platform deliveri
Xinxian Restaurant Dhanmondi,Chinese,xinxian restaur dhanmondi good dhaka chines platform deliveri
Xinxian Restaurant Dhanmondi,Chinese,xinxian restaur dhanmondi singl chicken soup absolut poor qualiti sorri say whenev bought upfront xin xian provid good qualiti food dissapoint dhaka chines platform deliveri
Xinxian Restaurant Dhanmondi,Chinese,xinxian restaur dhanmondi food quantiti suffici dhaka chines platform deliveri
Xinxian Restaurant Dhanmondi,Chinese,xinxian restaur dhanmondi beef grill properli hard difficult eat dhaka chines platform deliveri
Xinxian Restaurant Dhanmondi,Chinese,xinxian restaur dhanmondi chowmein dead ting dhaka chines platform deliveri
Multi Food Court (MFC),Fast Food,multi food court mfc servic food panda shame dhaka fast food platform deliveri
Chinatown,Chinese,chinatown dhaka chines platform deliveri
Mohua's Kitchen,Fast Food,mohua kitchen dhaka fast food platform deliveri
Nabila's La Cucina,Italian,nabila la cucina dhaka italian platform deliveri
Cowboy Pizza,Fast Food,cowboy pizza dhaka fast food dine
Cowboy Pizza,Fast Food,cowboy pizza bad food packag cold food serv dhaka fast food dine
Cowboy Pizza,Fast Food,cowboy pizza late servic dhaka fast food dine
Cowboy Pizza,Fast Food,cowboy pizza food cold delici dhaka fast food dine
Cowboy Pizza,Fast Food,cowboy pizza worst kind worst wrap ever tast sign chicken sign chees dhaka fast food dine
Cowboy Pizza,Fast Food,cowboy pizza poor dhaka fast food dine
Cowboy Pizza,Fast Food,cowboy pizza pizza tast upto standard packag awe dhaka fast food dine
Cowboy Pizza,Fast Food,cowboy pizza much bad pizza order total worst money dhaka fast food dine
Cowboy Pizza,Fast Food,cowboy pizza realli nice mother like much dhaka fast food dine
Cowboy Pizza,Fast Food,cowboy pizza bad good deliveri man well behav dhaka fast food dine
Cowboy Pizza,Fast Food,cowboy pizza good hot dhaka fast food dine
Cowboy Pizza,Fast Food,cowboy pizza good dhaka fast food dine
Cowboy Pizza,Fast Food,cowboy pizza guy go meal give pizza good beginn keep go rememb alway keep food good dhaka fast food dine
Cowboy Pizza,Fast Food,cowboy pizza tope separar bread chees disspoint replac demnd dhaka fast food dine
Cowboy Pizza,Fast Food,cowboy pizza burger realli small good dhaka fast food dine
Cowboy Pizza,Fast Food,cowboy pizza worst pizza ever dhaka fast food dine
Cowboy Pizza,Fast Food,cowboy pizza dhaka fast food dine
Cowboy Pizza,Fast Food,cowboy pizza good dhaka fast food dine
Cowboy Pizza,Fast Food,cowboy pizza dhaka fast food dine
Cowboy Pizza,Fast Food,cowboy pizza chicken wrap good amount chicken slightli increas dhaka fast food dine
Cowboy Pizza,Fast Food,cowboy pizza pizza much chees need chees dhaka fast food dine
Cowboy Pizza,Fast Food,cowboy pizza worst pizza dhaka fast food dine
Cowboy Pizza,Fast Food,cowboy pizza bad swear never order dhaka fast food dine
Cowboy Pizza,Fast Food,cowboy pizza almost top bread sauc need provid discount provid necessari top reduc dhaka fast food dine
Cowboy Pizza,Fast Food,cowboy pizza pizza top fell got might deliveri man fault tast okay bare chees pizza chicken wrap decent dhaka fast food dine
Cowboy Pizza,Fast Food,cowboy pizza avrag tast much good ingredi littl pizza pleas make crust littl thin ingredi crust combin tast properli best luck dhaka fast food dine
Cowboy Pizza,Fast Food,cowboy pizza meal tast like shit pizza wwa small burger sauc tast like onion bad throw dhaka fast food dine
Sel Nibash Hotel,Chinese,sel nibash hotel dhaka chines platform deliveri
New Grand Sultan Restaurant & Chinese,Chinese,new grand sultan restaur chines order good provid straw dhaka chines platform deliveri
New Grand Sultan Restaurant & Chinese,Chinese,new grand sultan restaur chines cold coffe realli good take realli long deliv wait hour dhaka chines platform deliveri
New Grand Sultan Restaurant & Chinese,Chinese,new grand sultan restaur chines doi chira excel dhaka chines platform deliveri
New Grand Sultan Restaurant & Chinese,Chinese,new grand sultan restaur chines tasti drink dhaka chines platform deliveri
New Grand Sultan Restaurant & Chinese,Chinese,new grand sultan restaur chines pleas dont order restaur order hour iftar receiv hour iftar half box content miss doi chira smelli wateri found sand insid terribl experi dhaka chines platform deliveri
New Grand Sultan Restaurant & Chinese,Chinese,new grand sultan restaur chines drink cold dhaka chines platform deliveri
New Grand Sultan Restaurant & Chinese,Chinese,new grand sultan restaur chines tast good mint lemonad howev blue lemonad unhygien small rock alik stuff dhaka chines platform deliveri
New Grand Sultan Restaurant & Chinese,Chinese,new grand sultan restaur chines excess sugar ad follow instruct dhaka chines platform deliveri
New Grand Sultan Restaurant & Chinese,Chinese,new grand sultan restaur chines ask coffe qq formosa add formosa dhaka chines platform deliveri
Gorom Thanda,Fast Food,gorom thanda dhaka fast food platform deliveri
Humble Crumble - Bashundhara,Juice Corner,humbl crumbl bashundhara realli disgust found small cockroach coffe ridicul dhaka juic corner platform deliveri
Humble Crumble - Bashundhara,Juice Corner,humbl crumbl bashundhara good qualiti degrad dhaka juic corner platform deliveri
Humble Crumble - Bashundhara,Juice Corner,humbl crumbl bashundhara worst drink ever order dhaka juic corner platform deliveri
Humble Crumble - Bashundhara,Juice Corner,humbl crumbl bashundhara give straw dhaka juic corner platform deliveri
Humble Crumble - Bashundhara,Juice Corner,humbl crumbl bashundhara satisfactori product tast need natur often time product tast like chemic dhaka juic corner platform deliveri
Humble Crumble - Bashundhara,Juice Corner,humbl crumbl bashundhara sweet dhaka juic corner platform deliveri
Humble Crumble - Bashundhara,Juice Corner,humbl crumbl bashundhara straw gave wasnt packag wrap open never answer phone either dhaka juic corner platform deliveri
Humble Crumble - Bashundhara,Juice Corner,humbl crumbl bashundhara horribl kitkat kitkat shake probabl orher poor qualiti chocol use extrem sugari felt like vomit havibg sip dhaka juic corner platform deliveri
Humble Crumble - Bashundhara,Juice Corner,humbl crumbl bashundhara mention add less sugar tast tast like humbl crumbl shake receiv even regular packag wast money total dhaka juic corner platform deliveri
Hungry Eye,Fast Food,hungri eye dhaka fast food platform deliveri
Shima Kitchen Home,Bangladeshi,shima kitchen home dhaka bangladeshi platform deliveri
Doi Ghor,Fast Food,doi ghor dhaka fast food platform deliveri
Tania's Kitchen,Rice Dishes,tania kitchen dhaka rice dish platform deliveri
Tania's Kitchen,Rice Dishes,tania kitchen order item thia restaur probid one item taki mach vortq cheat dhaka rice dish platform deliveri
Tania's Kitchen,Rice Dishes,tania kitchen dhaka rice dish platform deliveri
Tania's Kitchen,Rice Dishes,tania kitchen testless dhaka rice dish platform deliveri
Tania's Kitchen,Rice Dishes,tania kitchen bad order roi fish given shing fish small dal rich taken tk think maximum tk also got hair food dhaka rice dish platform deliveri
Tania's Kitchen,Rice Dishes,tania kitchen fish curri tast good dhaka rice dish platform deliveri
Tania's Kitchen,Rice Dishes,tania kitchen late dhaka rice dish platform deliveri
Tania's Kitchen,Rice Dishes,tania kitchen khuder vaat vorta item good dhaka rice dish platform deliveri
Tania's Kitchen,Rice Dishes,tania kitchen dhaka rice dish platform deliveri
Tania's Kitchen,Rice Dishes,tania kitchen inshaallah order dhaka rice dish platform deliveri
Tania's Kitchen,Rice Dishes,tania kitchen dhaka rice dish platform deliveri
Tania's Kitchen,Rice Dishes,tania kitchen thank good servic dhaka rice dish platform deliveri
Tania's Kitchen,Rice Dishes,tania kitchen dhaka rice dish platform deliveri
Tania's Kitchen,Rice Dishes,tania kitchen worst packag dhaka rice dish platform deliveri
Tania's Kitchen,Rice Dishes,tania kitchen almost everi food half cook half raw packag bad use polythen bag packag like hotel besid street dhaka rice dish platform deliveri
Tania's Kitchen,Rice Dishes,tania kitchen food fresh tast good doubt alu vaji alu need cook bit like min bit raw also need upgrad packag roti thin tini dhaka rice dish platform deliveri
